"Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"Uber is not enforcing social distancing","https://itunes.apple.com/us/reviews/id86506002","Poingly","3.433.10004","1","Uber does not seem to care about its drivers socially distancing during this time of pandemic. This is a real problem. Maybe they are too rushed because of Uber’s policies? I don’t know, but with how they pick up food is not compliant with food social distancing practices.",2020-12-05 20:35:08
"Uber","https://itunes.apple.com/us/reviews/id199934985","Fenbit11","3.433.10004","1","This app is crap",2020-12-05 19:47:27
"Not good if you are legally blind","https://itunes.apple.com/us/reviews/id208985204","Cln83","3.433.10004","1","I have had several issues with Uber because of my eye sight.  This app is very difficult to see and impossible to find the new Uber pet feature.  I have had drivers cancel on me because I could not find their car.  My final straw was today when I tried taking my dog to the groomer but the driver would not take me and instead of canceling they just kept sending me more drivers until I would pay $5 to cancel.  I feel discriminated against and no one cares.  I am done with Uber.",2020-12-05 16:54:18
"I’m sick of Uber","https://itunes.apple.com/us/reviews/id756894229","Zyzy18","3.433.10004","1","At first Uber was okay but than things started happening like the drivers having extra people in the car or almost getting into accident more then once with different drivers but recently I’ve been so feed up because their gps take them a long way or something happened on there in and they just take extra money from out my bank like one time a Uber driver got lost so I had to pay for that extra time why idk and just recently as in last night I had to pay for the extra because my ride hade to go a longer way because it was a accident and the police had the regular way blocked off how is that my fault and mind y’all they take the money without asking me so that’s really stealing and I’m sick of it they can’t connect me to head charge so I’m done using Uber",2020-12-05 12:19:36
"Uber is garbage","https://itunes.apple.com/us/reviews/id463937692","canceluber2020","3.433.10004","1","Uber wouldn’t pick me up. Every driver kept cancelling and they’re garbage. #canceluber2020 !",2020-12-05 08:52:02
"What a joke","https://itunes.apple.com/us/reviews/id293361156","Nedmac32","3.433.10004","1","If you want a ride, I suggest Lyft or your neighbor over Uber. Uber is the most unreliable app in the country. I can never get a ride. They claim to have drivers anywhere but I live in atlanta and can never get a ride. The worst app there is. You’re better off walking to the airport.",2020-12-05 05:02:27
"App is messed Up","https://itunes.apple.com/us/reviews/id796851858","ukinebo","3.433.10004","1","My app has been misbehaving and I have reinstalled several times already and even contacted the support several times but yet they can’t help me fix it. I am forced to open another Uber account and lose my gold membership as my rewards is now frozen in my original account. Not happy. I use Uber not less than 4 times a week and I am sad I can’t get any rewards.",2020-12-05 02:35:51
"Worthless garbage","https://itunes.apple.com/us/reviews/id743895563","awesdnhtgyuonbsjucngloow","3.433.10004","1","I’ve been burned by this app from the driving services to the food delivery that just doesn’t care enough to actually find your house but still marks your order as delivered anyways and so you got to go through the whole refund debacle and they don’t have a call center right now... of any kind? Garbage in comparison to Lyft and other resources such as Door Dash and Grub Hub",2020-12-05 02:01:59
"Wait times are ridiculous","https://itunes.apple.com/us/reviews/id1035747060","Nuggson","3.433.10004","1","This app no longer cares about riders. Had to wait 45-50 minutes for Uber to connect me to a driver all week never using this app again. Lyft has cheaper more consistent rides. Uber really has to check itself smh horrible service",2020-12-05 00:46:13
"Worst app ever drivers are very unprofessional","https://itunes.apple.com/us/reviews/id488957145","Piggy wiggly santanna","3.433.10004","1","If I could give it no stars I would twice i had a uber driver cancel my ride while i was in the car for no reason y’all need to get better drivers cause this is unacceptable especially if I’m spending my hard earned money with y’all as well<U+0001F621><U+0001F621><U+0001F621><U+0001F621>",2020-12-04 23:26:52
"Customer Support","https://itunes.apple.com/us/reviews/id262197218","Mannyac9","3.433.10004","1","The app and service it’s easy until you need customer support. I sent an email and I receive “you have contacted an email address that is not monitored and your request has not reached our support team.” 
So what’s the proper way in getting support?",2020-12-04 19:12:51
"Someone will be dead before you get an Uber.","https://itunes.apple.com/us/reviews/id227732001","Amaranth90","3.433.10004","1","Your policy is getting worse and worse! I’m so tired of it! Yesterday I ordered uber, waited 10min and the  driver just drove by without stopping and canceled the trip. I was supposed go see my friend who got into a huge car accident and now he is fighting for his life. I had to wait more time for another car and crying because I thought I’ll never see my friend again. Someone will really be dead sometimes before you get an Uber if your drivers will keep canceling rides upon your policy. 
Oh you know what? They gave me $7 for this issue. Wow. Thanks. 
From now on, I’m gonna rate every driver with one star until you change your policy. I don’t have a car and guess what? I use Uber 4-6 times almost every day. Let’s count it........
To be continued......",2020-12-04 17:59:53
"Least Reliable Ride Service","https://itunes.apple.com/us/reviews/id335368293","texas tech alumniiii","3.433.10004","1","The location tracking is by far the worst and to add on top of that if it messes up and you cancel your getting charged. Super frustrating when you need it the most!!!",2020-12-04 15:54:41
"F this new drivers bid for a price that’s 4x the recommended price in Cali.","https://itunes.apple.com/us/reviews/id151920230","mandym5252","3.433.10004","1","F u Uber",2020-12-04 06:57:10
"Trip tonight","https://itunes.apple.com/us/reviews/id1133576754","errttyyuuioooolkkjgfddsa13457","3.433.10004","2","How horrible you are Jesus was on his way he canceled we couldn’t call him we’ve missed our flight with Southwest airlines I have saved the information both on his statement saying he’d be here in three minutes him canceling on us right before we needed to leave and the flight we missed with Southwest airlines this will go on Better Business Bureau and we will no longer need you",2020-12-04 01:57:35
"A horrible company","https://itunes.apple.com/us/reviews/id44077668","izzydaman","3.433.10004","1","I think I understand why Uber drivers are not treating customers well. The CEOs of Uber are taking I think 30 to 35% of their payment, consequently there mistreating customers including lowering my rating as well.I think I’m going to start using a private car service instead of your cheap labor to the drivers rides. I’m not the only one that beer is this treatment. I’m sure a lot of customers are feeling this as well. In the beginning Uber used to treat me very well, but as time went on it became worse. I also don’t understand why my ratings keep going down. I’m always outside 99% of the time, very kind to the drivers, and A lot of times tip the drivers. I went from a 4.88 a year and a half ago and now I am a 4.64 dropping tremendously every day.It’s not only you it’s lyft as well.",2020-12-03 20:01:33
"Calling it customer service is a joke!","https://itunes.apple.com/us/reviews/id1005639059","PsionicReign","3.433.10004","1","The lack of accountability is astounding! I’ve had minor issues before but, this one is too much. Yesterday I placed an order to be picked up at work and have them take a young man who needed a ride home. He was not feeling well and so I did my best to accommodate him with an Uber in the freezing cold. Upon opening up the app it had my location at my work place. I proceeded to press the destination section and enter the address. A small amount of time goes by and a driver is assigned my order. After about a minute or so of watching the driver’s position on screen I notice he is heading away from my current location. I figured maybe he had another client to pick up and drop off before getting to me. That was not the case. I see the app changes from him being on the way to now we are on route to destination. He has picked someone up at a location approximately 2 miles away from me and is bringing them to my intended destination. I call him to ask where he is going because he has yet to pick me up. He says he is almost there! I said but who is in the car you did not pick me up? He mumbles to himself and hangs up the phone. The man had a very strong accent and spoke with limited vocabulary. Meanwhile, I’m supposed to be at work training supervisors and overseeing part our operation. My favorite was Uber’s expert anti-customer service philosophy. In short, because the destination you chose and the destination we dropped the wrong party off at we’re similar we won’t be giving you a refund. I reached out to their “help” section through the app and have received people equivalent to a wall or as I suspect an automated response system. Three people at Uber all repeated the same rhetoric. I explained multiple times you don’t get it!!! Your driver never picked me up. He never confirmed his party as is his job!!! In fact, he orchestrated giving his friend a ride on my dime and Uber team and their App support are supporting this behavior. Now they are threatening to block me as a user because I am not happy about them allowing someone to steal my money while they sit back and allow it. Resolution: take responsibility for your lack of training with your drivers, take customer service and hospitality training, learn to use the GPS function to support people’s statements when they tell you you never picked me up. Best of all their chat support actually had the Gaul to tell me they don’t have a way of contacting me via phone. You are stealing money and I want mine back. I had to miss work on the drop the person off myself!!!",2020-12-03 15:04:09
"Inconformidad","https://itunes.apple.com/us/reviews/id1214741203","jorge diaz ramirez","3.433.10004","2","Esta App no respeta el precio acordado, al terminar el viaje el costo es superior a lo establecido, en la cd de queretaro el precio es cambiante siempre, entre mas piden más cuesta el viaje y en otras ciudades no es así, deberían de dar la opción de escoger al conductor, poder decidir si quiero viajar con él o no, ya que asignan a conductores que estas a distancia o con mala reputación arreglen eso",2020-12-03 14:00:24
"You pay if your driver cancel trip?!?!?!?!?!!?!!??","https://itunes.apple.com/us/reviews/id1107745716","vvvvvvaaaaaaammmmm","3.433.10004","1","It’s unbelievable, I ordered Uber , driver cancel trip before arrive to my location and they charging me 5 dollars!!!!!!!!!!
I think it’s a trick that the app do to make more money, I request to get the money back. There were no respond there is no number to call. Rate 0/10",2020-12-03 13:37:49
"Buggy GPS forever","https://itunes.apple.com/us/reviews/id404890407","Shail_patel","3.433.10004","1","What a waste app, always picks up wrong drop off and pick up location since last 4 years. All of a sudden starts rerouting in the middle of ride for no reason. This is the worst app on this whole planet. Least reliable and efficient, I would say not at all reliable. Seems like developers are least bothered in designing an efficient Uber app or fixing this problem which has been permanent by now. I would have rated negative had there been an option!",2020-12-03 00:02:06
"Took money without knowledge","https://itunes.apple.com/us/reviews/id981990274","kig bick","3.433.10004","1","Never got an email or anything but they decided they wanted to sign me up for the uber pass and take my money without me knowing nor do I even use this app. Have been trying to get ahold of someone for 3 days and still can’t find a help number or anything! It’s ridiculous I can’t get in touch with anyone your help menu is the most useless thing I’ve ever had to try to use. By far the worst company I’ve ever dealt with. Apple never do this and gives me my money back. Your on something.",2020-12-02 23:34:02
"New App Glitch","https://itunes.apple.com/us/reviews/id218077966","theRisSilent","3.433.10004","1","Lately when I have a lending ride and I open the app it takes me to the home page as though I need a new ride. It oft takes a while for the app to reload and give me information about my ride. Very frustrating!",2020-12-02 22:50:52
"No way to dispute cancellation fee","https://itunes.apple.com/us/reviews/id357524016","Vik1111123","3.433.10004","1","If the driver didn’t come to your address and not picking up the phone, u will be charged a fee for not taking a ride. So basically u can end up without a ride and have to pay for that !",2020-12-02 19:31:38
"No ride","https://itunes.apple.com/us/reviews/id987675581","estepinna","3.433.10004","1","I’m a long time customer Now I’m trying to get a ride and for some reason I can’t comunícate with you",2020-12-02 16:45:20
"Worst ever app","https://itunes.apple.com/us/reviews/id1169593635","havemas","3.433.10004","1","There driver will cancel when you asked him to wait for you and put huge bill on you. The annoying part is that they will force you to use Uber card to pay for the cancellation and not allow you to pay the next driver.",2020-12-02 16:08:43
"It’s hard to tip the drivers.","https://itunes.apple.com/us/reviews/id1052304387","wcddgvhjkn","3.433.10004","2","On my way there I had to try and try again to tip the first driver, when I pressed on the button nothing would happen. No it was not a reception issue I tested that. Eventually it just started to work. Now after my second ride back home I cannot leave a tip at alI, I press the button again nothing happens. This is very irritating and shows what a poor quality app this is.",2020-12-02 00:50:07
"Glitches","https://itunes.apple.com/us/reviews/id763807917","dreadgawd","3.433.10004","2","It doesn’t update the location at all. I’m in a ride as we speak and I don’t know where I’m going because it won’t update on the app even after being updated. That’s concerning",2020-12-01 20:33:35
"Terrible Customer Service","https://itunes.apple.com/us/reviews/id222093751","5193$,'soe","3.433.10004","1","Really hard to find a phone number to talk to someone when something goes wrong and then the phone number dose not even work, says they can’t support phone support at this time. Didn’t apply a promo code correctly and then charged me an additional $5 and can’t get it corrected.  FYI 1-866-268-6964",2020-12-01 18:17:53
"Pricey","https://itunes.apple.com/us/reviews/id1175063515","Gigi Everheart","3.433.10004","1","Yes, this is a complaint. I was charged $24.99 per month and I do not remember signing up for an Uber pass. If I were Uber, I’d like to enforce a system to protect users from getting their credit card details stolen. There was fraud on my end and I do not appreciate how a company this big has bugs to fix. Fix this problem and if possible I’d like a refund.",2020-12-01 06:28:40
"Can’t update payment method","https://itunes.apple.com/us/reviews/id30188187","Rachel N. S.","3.432.10001","1","I remember why I stopped using Uber years ago. Can’t update payment methods, and of course I had terrible service. I’m here in Austin on business and the company uses Uber, and I had terrible service again from the airport and we will see how it is going back to the airport. Lyft has always been better to use and people are respectful.",2020-11-30 17:41:38
"Not user friendly","https://itunes.apple.com/us/reviews/id394056382","Limmery1718","3.432.10001","1","I hate it almost every time I have to use it",2020-11-30 14:33:15
"Charged for walking","https://itunes.apple.com/us/reviews/id1140036761","Uner rider 1","3.432.10001","1","Charged me and didn’t even confirm a ride i want my money back",2020-11-30 11:15:31
"Random Surges","https://itunes.apple.com/us/reviews/id663977569","dkjdjsowpoajs","3.432.10001","2","I always used Uber because it’s quick and reliable. However, the last few times I switched to Lyft. On two separate occasions, I had an Uber scheduled at around $30 & $40. Then, both times, I received a notification that there was a surge, so the prices were going to increase- understandable. Both times the cost went over $100, which I think is ridiculous. When I checked Lyft, it was around the $30 and $40 price range. Anyway, that’s my only issue with Uber recently.",2020-11-30 03:44:54
"Deceitful pricing surge caused me to leave Uber","https://itunes.apple.com/us/reviews/id207343454","Johannuslq","3.432.10001","1","I was ordering a trip back home after dinner with family. The price listed was what I would expect, around $37. I order the ride, and this amount get charged to my card. The I see a pop up say that my ride will be more expensive. I accept, because I assume it a reasonable increase. However, THE APP NEVER SHOWS ME THE ACTUAL PRICE after the increase. It is only when I get home that I realize that my card has been charged an additional $127. I reach out to customer service, but I only get canned responses basically telling they are right to do that and to basically F off. This way of up charging felt deceptive and unethical. Had I been shown the final price after a BS 5x charge I would have immediately declined. 

Buyer beware of shady practices and obfuscated pricing increases!",2020-11-30 01:52:52
"Uber stinks","https://itunes.apple.com/us/reviews/id363642058","tangertots","3.432.10001","1","Man, trying to schedule a ride for my out of state disabled mother to the airport and Uber just cancelled her scheduled ride as she was waiting on the curb in 30 degree temps. They also charged me unexpectedly for the driver waiting for 5 minutes the ride before, but I didn't know that there was an additional charge until after I had tipped the driver $10 for his patience. They should notify you of the excess charge. I’m a Lyft person now, Uber stinks.",2020-11-29 16:04:07
"There is a bug with payment method","https://itunes.apple.com/us/reviews/id112550237","Sherif_b","3.432.10001","1","I’m always using credit card to pay for my rides, recently I had some fund credited to my account as Uber Cash, after using that cash the app kept asking me to refill the Uber Cash with no option to pay with credit card. 
I had to delete my credit card info and insert it again to go around that bug, please address in the next update.",2020-11-29 12:12:16
"Service is getting worse each day!!!","https://itunes.apple.com/us/reviews/id332956651","Luigi Ares","3.432.10001","1","Your drivers are behaving bad, they cancel the trips and we users have to accept that without any consideration... but when we cancel a Trip because driver is delaying to much, you ask us for a “Cancellation Fee” to honor the driver??? Come on...",2020-11-29 00:41:49
"Uber Eats","https://itunes.apple.com/us/reviews/id261378345","Tumslee","3.432.10001","1","Really disappointed with the food option in this app. I had 2 different promotions that clearly said they could be used up to 14 days after receipt. I created my order and when I went to check out it said both promotions had expired. I’ll be using other food apps that honor their promotions instead.",2020-11-28 23:31:10
"Disappointing and Expensive","https://itunes.apple.com/us/reviews/id459288187","sadjulieiu","3.432.10001","1","Multiple times while using this app I have been showed a rough estimate of the cost of my trip, only for the actually cost (after I’ve ridden) to be completely exuberant and unlike the cost I was initially showed. The app gives me no explanation, and I never do anything to warrant the extra charge. I once was taking a trip to the town over and the estimated cost said it would be $30-40. As a broke college student, this amount pained me but I still took it. After arriving to my destination, a full $120 was charged to my account. After an hour of trying to find anything I could do to negate this as I knew that was my grocery money for the month, I was able to request a refund somewhere in the app. They gave me a dollar back. Thanks, Uber. Maybe try Lyft instead.",2020-11-28 22:18:26
"Really annoyed","https://itunes.apple.com/us/reviews/id540311339","polarbear=:(","3.432.10001","1","Uber is very unreliable I went to request a ride I have $88 of Uber cash and they keep saying my payment method is unavailable so I sent a message to Uber and so far I’ve been waiting for a “expert” to message me back for about an hour now and I have somewhere I need to be I’m probably never using Uber again for anything",2020-11-28 20:26:39
"Broken","https://itunes.apple.com/us/reviews/id864989652","instagram/allexxpf","3.432.10001","1","I had an emergency and needed to use this app. I tried putting in my debit card information, then it hit me with “Payment method unavailable. This payment method is unavailable at the moment. Please switch your payment method to request a ride.” I’m using a BoA Debit Card which is a common payment method! Why is Uber not letting me pay with that card? When going to Uber support, all they tell you is “You’re probably putting your payment info in wrong” all my stuff is correct! And if that doesn’t work, they tell you to “buy an Uber gift card OR use another payment method” WHAT?? They are making me jump through hoops just to get a ride. That’s it, I’m just going to use Lyft instead. STAY FAR AWAY FROM UBER",2020-11-28 18:44:21
"Trash","https://itunes.apple.com/us/reviews/id559588148","lilhomie_316","3.432.10001","1","Very Horrible Service",2020-11-27 18:09:21
"App support so poor I don’t want to use Uber","https://itunes.apple.com/us/reviews/id224045482","figjam123450","3.432.10001","1","I took a recent ride, and had an issue when trying to tip via the usual link within the app — I received some error about an issue with my payment. When I tried to resolve via Uber’s app support, I received generic replies with basic instructions on how to use the app, again and again, regardless of how I attempted to respond/explain. The lack of an ability to address a real problem that’s outside of the support template Uber has put together is frustrating to say the least, and is the reason I won’t be using Uber any longer.",2020-11-27 15:59:40
"Uber has had a HUGE DECLINE","https://itunes.apple.com/us/reviews/id417241085","Alexgcosta","3.432.10001","1","Uber used to be good in LA. Now it keeps asking us to confirm a higher price ride then cancels if we don’t accept it. Waste of time and money. Lyft all the way now!",2020-11-27 12:11:13
"No cars","https://itunes.apple.com/us/reviews/id443427891","Dottie1215","3.432.10001","1","Used twice in the past and then when I really needed it there are no cars available. Then it tells me there is a error with my payment method. Don’t understand, it was the same as I used in the past! Ridiculous!!",2020-11-27 11:29:16
"Not good!","https://itunes.apple.com/us/reviews/id358461236","DiscoNic2004","3.432.10001","3","Always tells me it’s calculating drive but never, never gives me a driver. When it does give me a $ “range” it’s always double what Lyft would charge me.",2020-11-27 09:25:04
"To much money","https://itunes.apple.com/us/reviews/id793118749","ppeop","3.432.10001","1","They charge way to much money for no reason I just don’t understand why it’s so much when I’m going 20 minutes from my current location",2020-11-27 04:48:57
"payment","https://itunes.apple.com/us/reviews/id908466310","leeeyaa","3.432.10001","1","not sure why you aren’t able to use cash app or prepaid card... very inconvenient.",2020-11-27 02:45:46
"This is a prepaid phone and they can't wrap their heads around that","https://itunes.apple.com/us/reviews/id1231679355","jdjd BBC bfkskdjd","3.432.10001","1","I just got this number and it was already registered to Uber from the previous person. Uber won't let me sign up with this number it keeps asking me to try to login and obviously I can't do that.  Customer support sends me the same generic message again and again they don't read my responses",2020-11-26 16:42:15
"Absolutely great! But could you make it less battery draining?","https://itunes.apple.com/us/reviews/id39534297","pathfinder2117","3.432.10001","4","Absolutely phenomenal !! We used it to get around New York like a dream, although we had one problem. The app was draining our Mom’s phone battery and by the time we wanted an Uber, it was close to shutting down because it was already low on battery! But overall a brilliant app!!",2020-11-26 16:19:59
"Horrible international brand","https://itunes.apple.com/us/reviews/id718374801","lekki customer","3.432.10001","1","Uber should consider going out of business. Their customer service support is absolute rubbish! Their drivers are rude and nonchalant and make you wait long intervals to be picked up. They lack the skill and orientation to run a international buisness. Uber is so much better in America, specifically smaller states like R.I and M.A when you get to bigger states like N.Y.C and Lagos Nigeria the customer service drops. One day I will get into Uber and record all of the mishaps with Uber and post it online because that seems like the only way they will consider customers feedback and make the necessary changes",2020-11-26 12:02:31
"Lame","https://itunes.apple.com/us/reviews/id1049918924","jesdom90","3.432.10001","1","It was cool until they started tripling the price. Who’s gonna spend 60 dollars for a 9 mile ride? Lyft gain a customer. You guys lost one",2020-11-26 11:21:51
"FRAUD","https://itunes.apple.com/us/reviews/id356387702","LRD9184650&","3.432.10001","1","I am being charged for Uber Pass (whatever the hell that is). There are instructions to delete the subscription that I never enrolled in, which do not work, and there is no contact information for Uber.",2020-11-26 08:46:24
"UberEats app UI is bad","https://itunes.apple.com/us/reviews/id1167407400","higherdefender","3.432.10001","1","Uber main app is great but the integrated UberEats has many features missing and is buggy: can’t call driver, help button sometime doesn’t work, etc.",2020-11-26 07:13:28
"Bad design re: offer code redemption and issue resolution","https://itunes.apple.com/us/reviews/id286314940","Zylphryx","3.432.10001","1","Was sent a $30 off UBer Eats. I thought about placing an order and applied the code but then cancelled the order to use later within the offer period. When I tried to use it, I got a message saying the code had been used. There is no place in the app to report issues, so I am having to resort to reporting via a negative review.

For getting a ride, this is a decent app, but my experiences so far with Uber eats is less than acceptable and the main reason I am leaving a one star review. I’ll be running with Grub Hub, thanks.",2020-11-25 23:06:09
"Use to be able to order food","https://itunes.apple.com/us/reviews/id688268145","tasha8244","3.432.10001","2","Why did you take away the order food feature don’t everyone have space on there phone to have two apps. Like if I try to order food on here it just takes me to download Uber eats like why can’t you just keep it simple? I don’t have space on my phone for two apps this is ridiculous that it’s the same thing but can’t keep it on one app like how they use to. I would use both features in one app now I have to have to apps for both features. It was more convenient and made Uber different and better from other apps when they had it like that.",2020-11-25 20:23:28
"No help","https://itunes.apple.com/us/reviews/id1220098905","dazanik williams","3.432.10001","1","Yesterday I applied $120.00 to a uber gift card at family dollar .I missed work due to not being able to get trip . Pls help",2020-11-25 18:41:00
"Screw Uber","https://itunes.apple.com/us/reviews/id163273371","drewdog666","3.432.10001","1","On November 24, 2020, I landed at PDX and requested an Uber.  From my last fight two weeks ago, only Uber x drivers are allowed to pickup customers at the airport.  If you want to use the regular Uber, they direct you a quarter mile away for pickup.  This is a scam to make you pay for the more expensive Uber driver.  I never use them again.",2020-11-25 11:31:23
"Uber ride home","https://itunes.apple.com/us/reviews/id1232274821","Mary Lavender","3.432.10001","5","It was raining hard while I waited for the Uber driver for the first time. When he was in front of the store that I work at, he shouted my name so that I knew it was him. My sister called Uber for me to be nice. On the way home, the friendly Uber driver played great music. He showed a lot of pride with his job.  I didn’t have to tell him how to get to my home because he found it with ease. I would use Uber again and I suggest to others that it’s great service.",2020-11-24 23:22:59
"Bad faith upfront pricing","https://itunes.apple.com/us/reviews/id576812664","lattemaniac","3.432.10001","1","They secretly change your upfront pricing and there’s no way to tell how much it was unless you remember! They’ll secretly charge you more",2020-11-24 22:34:40
"Trash","https://itunes.apple.com/us/reviews/id596758939","dgjfsg","3.432.10001","1","Terrible app wish I could give it no stars Lyft is better",2020-11-24 22:10:16
"It’s okay","https://itunes.apple.com/us/reviews/id899538715","cieaunna","3.432.10001","2","It’s nice when you need a “quick” ride but lately the app has just been so bad. It crashes constantly and I keep getting drives that are so far out they call to ask me to cancel and then I’m late. I usually order my Uber’s 30 minutes before I need to be somewhere just so I’m not late and even then I’m late.",2020-11-24 20:52:36
"Unreliable","https://itunes.apple.com/us/reviews/id1195308007","baily619","3.432.10001","2","Extremely unreliable. They’ll say they have cars available and get you to book and then suddenly there’s none available when they charge your card. Still waiting on my charge to come back. Absolutely ridiculous",2020-11-24 18:40:36
"Wait times are wildly inaccurate","https://itunes.apple.com/us/reviews/id743339178","kaaaaaaaaaaaitlyn","3.432.10001","3","Your Uber wait time will stick at 1 minute away die 5 minutes. You’d think they would update this as this is one of the most popular apps. Other than that it’s great",2020-11-24 18:19:10
"Canceled and charged me","https://itunes.apple.com/us/reviews/id224003863","LaXaJaGrAv","3.432.10001","1","Uber cancelled a pre scheduled ride for college kid trying to get to airport less than an hour before his scheduled ride. Said he had to add preloaded funds which we did repeatedly. Cancelled again. Poor kid had to beg another student to miss class to take him to the airport. No one to call at uber. No one to help. Made our day very frustrating and stressful. Now trying to get our $25 back from uber.  Shameful.",2020-11-24 17:34:43
"Overcharged too many times. TRASH SERVICE","https://itunes.apple.com/us/reviews/id237091402","lrrandle","3.432.10001","1","I can understand when Uber tells me my ride will be between 32 and $35 but somehow later we end up with a $52 charge and then the next day it happens again and my credit from the previous issues wasn’t applied!  I’ve been dealing with Uber for a years, and honestly it’s more of a hassle than benefit! I’ll just use Lyft.  I’m just trying to get to work and they’re taxing every chance they get!!",2020-11-24 16:01:49
"Unnecessary Hassle","https://itunes.apple.com/us/reviews/id277420422","lizzee_belle","3.432.10001","1","I should not have to go through hoops to update my phone number. For this reason alone I haven’t used Uber in over 2 years. Guess I will continue not to since I refuse to create another account",2020-11-24 15:59:05
"Login feature does not work","https://itunes.apple.com/us/reviews/id493041983","michaelv6789","3.432.10001","1","The app does not login after I bought a new phone. After I type in my info, it just starts the  process all over again. And yes, my login info is correct. It does the same thing for every login option.",2020-11-24 02:28:47
"Scamming","https://itunes.apple.com/us/reviews/id371870630","Yeee-Haww","3.432.10001","2","How can I be guaranteed that my information will not be shared or that Uber will take responsibility for the scam that recently took place on my account? In the past two months I’ve had to call my bank and order two different cards because Uber decided to charge almost 300 dollars for transactions that did not even appear on my Uber account only on my CC statement. I have not heard from Uber and they have not reached out to offer an explanation or any possible security breach acknowledgment.",2020-11-23 22:50:27
"Worst App I have ever seen!","https://itunes.apple.com/us/reviews/id191036045","E. Modak","3.431.10001","1","This App needs more intuitive user operations on allowing what Uber rewards  from the Uber credit card can be redeemed. It seems the App is totally disconnected from the Uber credit card but only focus on getting riders and eaters. There is no direct link or steps on how this App can be associated with the Uber credit card. It is a poor business model, many Uber customers would be disappointed, as a deceiving gimmick!

A Uber credit card user for three years",2020-11-23 21:19:45
"NOT GOOD SERVICE AT ALL","https://itunes.apple.com/us/reviews/id1140031211","dnebjecnudvy","3.431.10001","1","Nobody but Uber drivers ask for money and tips and then fill someone type of way when u can’t I have other stuff to handle why should I pay I $15 to take me 9mins away 

They alas I charged me for a ride and cancelled on me right outside of my house took my money and it’s messed up I can’t talk to anyone about it I unsubscribe my Uber pass because there always says I owe then money never telling why 

U guys need to get a customer service team like ASAP I get lost a lot of money dealing with this app but am done!",2020-11-23 15:01:49
"Very unhappy","https://itunes.apple.com/us/reviews/id355554742","rickgonzg43","3.431.10001","1","It happened to me twice I ordered something ant the driver only brought me one peace of my entire meal it was chicken a rice they only gave me chicken an when I reached out to Uber it took them a week to response so I didn’t eat that night and of my $28 order they would only give me $3 back and refused to give me my full refund I will not use them again customers are not the priority and they could care less and wouldn’t help any further very disappointed",2020-11-23 14:20:15
"Ridiculous","https://itunes.apple.com/us/reviews/id1231783085","we345.","3.431.10001","1","I was running late for work so I need a ride ASAP. I went to Uber trying to get a ride but the closest one was 20 minutes away but the ride was only 16 dollars. When I tried to cancel the trip Uber wanted to charge me 20 dollars!! 20 dollars was more than the trip was worth. I’m very upset about this and I’m deleteing the app",2020-11-23 11:14:13
"UBER","https://itunes.apple.com/us/reviews/id461309368","Pioit08","3.431.10001","5","UBBBBEEREE!!!!!",2020-11-23 02:33:04
"Offering 3x 4x & 5x prices. WhAAAT?","https://itunes.apple.com/us/reviews/id111368792","5th_Ave","3.431.10001","1","Offering an original rate like $10-$12 but then offers rides for $20-$30-$40 while you wait to get confirmation for original rate. In 5-7 minutes the app just cancel ls the entire ride. Ordered lyft with no problems.",2020-11-22 23:18:35
"TERRIBLE CUSTOMER SERVICE","https://itunes.apple.com/us/reviews/id656776004","VanJMad","3.431.10001","1","I was charged a fee to my card that I didn’t authorize and they did nothing to help me fix this. Their customer service needs to get better. They don’t even deserve 1 star. Worst experience ever. Will not ever download this app or use anything relating to Uber again.",2020-11-22 17:34:08
"Great but one thing....","https://itunes.apple.com/us/reviews/id486887695","Longtime uber user","3.431.10001","4","Used to be 5 stars, now 4. Had someone cancel a trip on me (never saw them), and got a response from Uber that said “Your driver said you were not wearing a face cover or mask”
First off, no one ever showed up.
Second, I was wearing an n95 mask...
Third, there is no way to let Uber know that I was wearing a mask... sounds like a loophole in the app. I’m guessing the real reason they cancelled was because they didn’t want to drive me to the airport (which is fine), but Uber, please don’t send me a long email lecturing me on wearing a mask, when I was, and then not give me a way to dispute it. Otherwise, app is 5/5!",2020-11-22 16:44:59
"uber cash does not work !","https://itunes.apple.com/us/reviews/id1199438979","thatgiirl.a","3.431.10001","1","i put $60 on a uber card i added the gift card to my account i go to request a ride and it says payment invalid and to add another card i try to add another card it says payment invalid and tells me to enter ANOTHER card i try 3 times i ran out of cards , i can’t transfer the uber cash to another account so therefor i wasted $60 on this bullsh*t app i want my money back i will never be using uber again",2020-11-22 16:34:42
"Scammed","https://itunes.apple.com/us/reviews/id1231491213","Tisthetime","3.431.10001","1","Recently scammed through Uber and regret it after first use I will take this further!",2020-11-22 12:33:52
"what the heck","https://itunes.apple.com/us/reviews/id1217407392","G3n3J0n35$&@","3.431.10001","1","This app just keeps randomly stealing my money. this past year has been hell. the worst bugs in the world. or maybe y’all have this do this on purpose. I know for a fact it’s illegal",2020-11-22 07:54:37
